folder,claim_id,source_file,status,falsifier_text,quantity,units,how_obtained,reference,maps_to,breaks_at,downgrade_reason,notes,batch
category-weld,C6,category-weld/CLAIM_TABLE.md,MEASURED,paired series showing density and operators-per-1000-acres track each other across consolidation,co-movement of density and operators-per-1000-acres across consolidation,"paired readings, operators per 1000 acres vs density",paired before/after series for the rural term across consolidation events,,,,,OPEN_RESEARCH OQ_01 is the same falsifier ('all components move together'); deduped,5
category-weld,C7,category-weld/CLAIM_TABLE.md,MEASURED,showing the four move together across intermediated ownership and subsidy structures,"co-movement of capital's four components (title, decision authority, risk bearing, revenue claim)",paired per-component readings across ownership structures,paired series across intermediated ownership and subsidy structures,,,,,OPEN_RESEARCH OQ_02 is the same falsifier for 'capital'; deduped,5
category-weld,C8,category-weld/CLAIM_TABLE.md,MEASURED,populated readings returning bias near 0,bias returned by the scorer on populated readings,"bias in [0,1], threshold near 0",populate welds/ with paired readings and run weld.py score(),,,,,untested — no term quantified yet,5
category-weld,CW_001,category-weld/AUDIT_NOTES.md,MEASURED,"a fixture failing, or the assertions not covering the two named readouts",pass/fail of the synthetic fixtures covering max_spread and bias,boolean per fixture; six assertions,run test_weld.py against hand-computed values,,,,,CLOSED — verified on delivery of drop 2,5
category-weld,CW_002,category-weld/AUDIT_NOTES.md,MEASURED,showing the seed terms' hidden components are carried as separately reportable fields in their own records,count of hidden components carried as separately reportable fields in their records,count of components with a separate field,"inspect the seed terms' records (census category, statistic, accounting line) for per-component fields",,,,,,5
category-weld,CW_003,category-weld/AUDIT_NOTES.md,MEASURED,a readout in the drop that returns whether the record carries a separate handle,existence of a condition-2 readout in the drop,boolean presence among the score fields (all four measure condition 1),enumerate the score fields of weld.py and check what each measures,,,,,,5
category-weld,CW_004,category-weld/AUDIT_NOTES.md,MEASURED,"the delivered `rel_change` being multiplicative, so an unmoved component is 1.0 and the spread converges",rel_change value of an unmoved component and spread behaviour at the paradigm weld,dimensionless ratio after/before (1.0 at unmoved; delivered statistic converges to 2.000),read delivered weld.py and compute the label/after table,,,,,"REFUTED — the audit's own [CHOICE], refuted by the delivered file",5
category-weld,CW_005,category-weld/AUDIT_NOTES.md,MEASURED,"a third term whose `n_cases` differs, or either seed term acquiring a quantified case",n_cases per term,case count per term (both seeds = 4),run weld.py score() over welds/,,,,,"third term arrived (hierarchy, 5 cases) — separates hierarchy, not capital from rural (CW_014)",5
category-weld,CW_006,category-weld/AUDIT_NOTES.md,MEASURED,"a floor in the delivered spec, or a bias formulation that is not sign-consistency",presence of a floor for bias in the delivered spec; the bias formulation,boolean presence; bias = |sum sign|/count reads 1.000 on one resolvable direction,read the delivered file's bias definition and run it on a one-direction case,,,,,,5
category-weld,CW_007,category-weld/AUDIT_NOTES.md,MEASURED,any case in `welds/` acquiring two usable components,count of cases carrying the two usable components a spread needs,count (0 of 8 named cases),inspect readings blocks in welds/*.json; filling capital/socialized-downside's missing pair returns max_spread = 6.768,,,,,,5
category-weld,CW_008,category-weld/AUDIT_NOTES.md,MEASURED,"a weld case where the hidden component IS separately named in the record and displaced anyway — that is proxy substitution, not a weld",per-case verdict: hidden component separately named in the record AND displaced,boolean verdict from case inspection,structural check of candidate cases against the PROXY SUBSTITUTION criteria (two named things + substitution event),,,,,runs through CW_002's record-vs-language reading,5
category-weld,CW_009,category-weld/AUDIT_NOTES.md,MEASURED,"a stated denominator for ""prone"", or a run of the one-term test",existence of a stated rate denominator for C5's 'prone'; per-term separation verdict,denominator statement (present/absent); boolean per-term verdict,inspect C5 for a denominator; run the one-term model test on a welded term,,,,,,5
category-weld,CW_010,category-weld/AUDIT_NOTES.md,MEASURED,a stated rule for what a component reaching zero scores,the score assigned to a component reaching exactly zero,max_spread readout or None ('--' today; case falls out unquantified),run rel_change/max_spread with after = 0; the guard drops the component silently,,,,,,5
category-weld,CW_011,category-weld/AUDIT_NOTES.md,MEASURED,reading the sign convention the other way and finding the docstring consistent,sign returned by case_direction() vs its docstring,sign verdict -1/+1 (untracked fell -> -1 measured; docstring says +1),run case_direction on a known case and compare with the docstring; test_weld.py comments side with the body,,,,,,5
category-weld,CW_012,category-weld/AUDIT_NOTES.md,MEASURED,`n_cases` counting only cases that have been named,n_cases on the blank --new template,case count (blank template scores n_cases = 1 with placeholder id ''),run weld.py --new and score() the result,,,,,,5
category-weld,CW_013,category-weld/AUDIT_NOTES.md,MEASURED,a fixture exercising the `after <= 0` branch,exit-branch coverage of rel_change by the fixtures,count of reached branches (2 of 6; B5 unreached),count fixture readings against rel_change's six exit points,,,,,,5
category-weld,CW_014,category-weld/AUDIT_NOTES.md,MEASURED,either seed term acquiring a different case count,n_cases per term over the three delivered terms,"case count (capital 4, rural 4, hierarchy 5)",run score() over welds/,,,,,,5
category-weld,CW_015,category-weld/AUDIT_NOTES.md,MEASURED,`open` appearing in `TEMPLATE`,presence of the open key in weld.py's TEMPLATE,boolean key presence,inspect TEMPLATE in weld.py (--new never prompts for open),,,,,,5
category-weld,CW_016,category-weld/AUDIT_NOTES.md,UNKNOWN,a handle in general use that marks the switch,,,,,,,"'a handle in general use' has no measurement procedure, quantity, or units",concerns hierarchy's naturalness-argument case (support vs application on different components),5
category-weld,CW_017,category-weld/AUDIT_NOTES.md,MEASURED,a field carrying the choice and its reason,presence of a schema field recording the tracked_by_label choice and its reason,boolean field presence in the welds schema,inspect the welds/*.json schema and what weld.py reads,,,,,,5
category-weld,OQ_03,category-weld/OPEN_RESEARCH.md,MEASURED,"All components move together (then ""hierarchy"" is not welded — it is a genuine summary).",co-movement of hierarchy's components across its five divergence cases,paired per-component readings (e.g. cut_rate series),populate hierarchy's cases with paired series (fire-service credential requirements are the named source),,,,,OQ_01/OQ_02 (rural/capital) deduped into C6/C7,5
category-weld,OQ_04,category-weld/OPEN_RESEARCH.md,UNKNOWN,The distinction cannot be operationalized (then it must be dropped from the weld definition).,,,,,,,'cannot be operationalized' states no checkable quantity; the read-vs-imposed criterion has no test named,,5
category-weld,OQ_05,category-weld/OPEN_RESEARCH.md,UNKNOWN,Models separate welded components as often as they retrieve facts correctly (then the generation rule is false).,,,,,,,compares two rates with no stated denominators (CW_009); no checkable quantity as written,,5
category-weld,OQ_06,category-weld/OPEN_RESEARCH.md,MEASURED,Fewer than three additional welds can be found (then the pattern is not prevalent).,count of additional weld terms found,"count, threshold < 3",corpus search for further welded terms scored by the two-part test,,,,,,5
category-weld,OQ_07,category-weld/OPEN_RESEARCH.md,MEASURED,Environmental categories are not welded (then the pattern does not extend to this domain).,weld verdict for environmental categories under the two-part test,welded/not-welded verdict per category,apply the weld definition (nameable divergence case + no separate handle) to environmental categories,,,,,condition 2 of the test is uninstrumented per CW_003,5
category-weld,OQ_08,category-weld/OPEN_RESEARCH.md,UNKNOWN,The distinction cannot be operationalized (then the definition is unfalsifiable).,,,,,,,'cannot be operationalized' states no checkable quantity or units,,5
category-weld,OQ_09,category-weld/OPEN_RESEARCH.md,MEASURED,Bias values are uniformly distributed and show no natural thresholds (then interpretation is case-specific).,distribution of bias values across populated terms,"bias in [0,1]; uniformity/threshold structure of the distribution","populate welds/ and compute bias per term, then test uniformity and thresholds",,,,,requires a populated set; none exists,5
category-weld,OQ_10,category-weld/OPEN_RESEARCH.md,MEASURED,Spread values are uniformly distributed and show no natural thresholds (then interpretation is case-specific).,distribution of max_spread values across populated terms,max_spread dimensionless ratio; uniformity/threshold structure,"populate welds/ and compute max_spread per term, then test uniformity and thresholds",,,,,requires a populated set; none exists,5
category-weld,OQ_11,category-weld/OPEN_RESEARCH.md,UNKNOWN,Non-specialists find the guide unhelpful or incomprehensible.,,,,,,,"user-response judgment; no quantity, units, or named test",,5
investigation-sim,IS_001,investigation-sim/CLAIM_TABLE.md,MEASURED,"a denominator. Enumerate hazards carrying a given signature where nothing happened, and the rate becomes computable — `generation-capacity` R4 is the work order for exactly that.",count of hazards carrying a given signature where nothing happened (the rate denominator),count of hazard-signature-no-incident cases,"enumerate the uncounted population per generation-capacity R4; rate() currently raises, asserted",,,,,SPEC S7 also lists 'a rate emitted from retrospective mode' — the same protection; deduped,5
investigation-sim,IS_002,investigation-sim/CLAIM_TABLE.md,MEASURED,"the negative unreachable on the calibration set, which `--selftest` fails on.",reachability of NOT_FORESEEN on the calibration set,boolean verdict from --selftest,run bins.py --selftest over the calibration set containing the constructed negative case,,,,,SPEC S7 duplicates this falsifier; narrowed 2026-08-26 (IS_014),5
investigation-sim,IS_003,investigation-sim/CLAIM_TABLE.md,MEASURED,any path where the two produce one value.,distinctness of NOT_DERIVABLE vs NOT_FORESEEN outputs,boolean equality verdict over classifier outputs,run classify on all-ABSENT vs all-UNSEARCHED signal cases and compare verdicts,,,,,SPEC S7 third bullet is the same falsifier; deduped,5
investigation-sim,IS_004,investigation-sim/CLAIM_TABLE.md,MEASURED,a case where the third state and one of the other two are indistinguishable in the output.,distinguishability of the three remedy_mismatch states in the report output,rendered state label per case (mismatch True / False / no-bin-fired),run the report on a case where no bin fired with a remedy aimed at a bin; inspect the rendered string,,,,,,5
investigation-sim,IS_005,investigation-sim/CLAIM_TABLE.md,MEASURED,"a status vocabulary where the distinction does not hold, or a body that does not track implementation.",recursion verdict from recommendation status alone (OPEN/CLOSED_UNIMPLEMENTED vs IMPLEMENTED),verdict True/False/None from the recommendation-status readout,apply the readout to an investigation body's published recommendation-status vocabulary,,,,,requires an external body's vocabulary; the check itself needs only the recommendation table,5
investigation-sim,IS_006,investigation-sim/CLAIM_TABLE.md,MEASURED,any path that infers a primary from the signals.,whether any code path computes a primary bin on a MULTIPLE case,refusal verdict (undeclared primary refused; bin that did not fire refused),attempt a MULTIPLE case without a declared primary and observe the refusal,,,,,,5
investigation-sim,IS_007,investigation-sim/CLAIM_TABLE.md,MEASURED,a read of `truth` in `classify` that the AST check misses.,occurrence of a `truth` read in classify's body under the AST check,"boolean from the AST scan (docstring node dropped, string constants collected)","run the AST check over classify; both halves pinned (absent from body, present in docstring)",,,,,,5
investigation-sim,IS_008,investigation-sim/CLAIM_TABLE.md,MEASURED,"a supplier whose refusal does not survive the boundary, or a route that turns out not to fit when a real case is coded.",integrity of supplier refusal states across the import boundary,supplier verdict labels on the multiple case (FIGURE_UNDECLARED / UNREAD / INSTANCES_UNDECLARED),run the cross-boundary multiple case and read the three routes' undeclared states,,,,,second clause needs a real case; CLOSED for the wiring half 2026-08-26,5
investigation-sim,IS_009,investigation-sim/CLAIM_TABLE.md,MEASURED,"an investigation body that publishes, per closed case, which signals it did not search.",existence of a per-closed-case unsearched-signals publication by an investigation body,boolean existence (count of bodies publishing such fields),survey published investigation reports for per-case unsearched-signal fields,,,,,existence check; no such publication known,5
investigation-sim,IS_010,investigation-sim/CLAIM_TABLE.md,MEASURED,"run it on a real corpus. The first thing to check is whether the four signals are codable from a published report at all, and the second is `IS_005`, which needs only the recommendation table.",codability of the four signals from a published investigation report,boolean codable/not per signal,"code a real report (CSB/NTSB/HSE) against the four signals, then the recommendation table",,,,,UNVERIFIED; no real report read (egress allowlist),5
investigation-sim,IS_011,investigation-sim/CLAIM_TABLE.md,MEASURED,"a `CALCULATED_UNCLOCKED` case where `derive_clock` returns `DERIVED` — which would mean the figure has a clock, and the bin was mis-assigned.",derive_clock verdict on a CALCULATED_UNCLOCKED case,verdict label UNDERIVABLE/DERIVED from claim-record.derive_clock,route the bridge-posting case through claim-record.derive_clock; both branches exercised,,,,,,5
investigation-sim,IS_012,investigation-sim/CLAIM_TABLE.md,MEASURED,"`RT_008` repaired in `report-typing`, at which point this detection is redundant and should be removed rather than left as a second implementation.",whether report-typing score() enforces the CONTROL comparison arm (RT_008),boolean enforcement verdict; denominator_present True/False from known_channel,hand report-typing a one-arm CONTROL input and check for enforcement; read RT_008's status,,,,,,5
investigation-sim,IS_013,investigation-sim/CLAIM_TABLE.md,MEASURED,"a supplier with a stable return shape, or a consumer that reads a key the supplier does not return on some path.",key-set stability of derive_clock's return across DERIVED/UNDERIVABLE paths; consumer key access,key-set lists per path; KeyError/no-KeyError verdict,compare return keys on both paths (missing present only on UNDERIVABLE); asserted in selftest,,,,,,5
investigation-sim,IS_014,investigation-sim/CLAIM_TABLE.md,MEASURED,"a real case coded as `HELD_BUT_UNASKED` that turns out to be one of the other five, or a seventh state in some third vocabulary that this six cannot express — which is the same test, and the map in `gap-markers/markers.py` is where it would show.",expressiveness of the six-bin vocabulary against a real case or a third vocabulary's states,state-mapping verdict (expressible / not expressible per state),map a third vocabulary's states against the six bins in gap-markers/markers.py; code a real held-but-unasked case,,,,,"sixth bin found by the gap-markers mapping, not by any check here",5
investigation-sim,S7_1,investigation-sim/SPEC.md,MEASURED,The classifier returns the same bin for two constructed cases built to differ on exactly one signal → it is not reading that signal.,bin change when exactly one signal is flipped between constructed case pairs,boolean per signal (bin differs / identical),run classify on signal-flip case pairs over the calibration set,,,,,,5
investigation-sim,S7_5,investigation-sim/SPEC.md,MEASURED,Route-to-remedy mismatch fires on every case → it is not discriminating; it needs a case where remedy and bin agree.,route-to-remedy mismatch rate across the calibration set,boolean mismatch verdict per case (fires on every case = CONSTANT_FIRES),run the report over the calibration set including a remedy-bin-agree case,,,,,,5
fragility-cascade,C1,fragility-cascade/CLAIM_TABLE.md,MEASURED,"A low-MDI substrate reliably out-survives a high-MDI one across a multi-decade shock, with the same weights.",substrate survival vs MDI proxy across a multi-decade shock,survival duration across the shock; MDI proxy score (spanning ~4 orders of magnitude ground to cloud),run substrate_spectrum.py; out-survival observed with the same weights,,,,,,5
fragility-cascade,C2,fragility-cascade/CLAIM_TABLE.md,MEASURED,A higher-L chain shows equal or better realized redeemability than a lower-L chain over a real crisis window.,realized redeemability vs L (intermediation depth) over a real crisis window,redeemability probability per L,redemption_entropy.py; realized redeemability over a real crisis window,,,,,,5
fragility-cascade,C3,fragility-cascade/CLAIM_TABLE.md,MEASURED,"Realized crisis-window redeemability tracks the independent curve, not the common-mode curve.",realized crisis-window redeemability vs independent (1-p)^L and common-mode curves,redeemability probability; field estimates ~0.81 compute / ~0.60 AI vs ~0.96 independent,redemption_entropy.py Monte Carlo against field estimates,,,,,,5
fragility-cascade,C4,fragility-cascade/CLAIM_TABLE.md,MEASURED,A single-trunk substrate's value CoV falls ~1/√N as menu items are added.,single-trunk substrate value coefficient of variation vs menu size N,CoV ratio vs 1/sqrt(N) scaling,product_multiplicity.py,,,,,,5
fragility-cascade,C5,fragility-cascade/CLAIM_TABLE.md,MEASURED,A multi-intermediary system whose exploitable-path count stays constant as depth rises.,exploitable-path count vs intermediation depth,path count as depth rises,attack_tree.py,,,,,,5
fragility-cascade,C6,fragility-cascade/CLAIM_TABLE.md,UNKNOWN,"A globally-traded, multi-intermediated resource token demonstrably improves long-horizon ecological outcomes vs. direct on-land stewardship.",,,,,,,prose-only; 'demonstrably improves long-horizon ecological outcomes' names no checkable quantity or threshold,,5
fragility-cascade,C7,fragility-cascade/CLAIM_TABLE.md,UNKNOWN,An AI-governed complex value system survives superhuman adversarial probing indefinitely without a human terminal authority and without the physical floor.,,,,,,,prose-only; 'survives superhuman adversarial probing indefinitely' names no checkable quantity or threshold,,5
fragility-cascade,C8,fragility-cascade/CLAIM_TABLE.md,UNKNOWN,Any information-tier instrument sustains a biological body through a full stack failure with zero functioning intermediaries.,,,,,,,prose-only terminal principle; 'sustains a biological body through a full stack failure' names no checkable quantity or threshold,,5
fragility-cascade,C9,fragility-cascade/CLAIM_TABLE.md,MEASURED,Redeemability under a controlled recursive-generation test stays flat or improves with depth.,effective redeemability vs recursive-generation depth,redeemability change per 2x generation depth (claimed 0.15),inference_entropy.py controlled recursive-generation test,,,,,,5
fragility-cascade,C11,fragility-cascade/CLAIM_TABLE.md,MEASURED,Measured peak-hour redeemability > 0.70 across 30 days.,peak-hour (17-20) per-gate redeemability over 30 days,"redeemability probability, threshold > 0.70",redemption_entropy_peak_hour.py; measured peak-hour redeemability across 30 days,,,,,,5
fragility-cascade,R1,fragility-cascade/CLAIM_TABLE.md,MEASURED,"A faster upgrade cadence produces a smaller un-audited fraction, holding W and A fixed.","the predicate named in the refuted-if: A faster upgrade cadence produces a smaller un-audited fraction, holding W and A fixed.","exposure fraction in [0,1]; T_crit in months; half-life in months",run cascade_redesign_vulnerability.py / cascade_redesign_M_collapse.py against its pinned sample; verdict recorded in CLAIM_TABLE row R1,,,,,,5
fragility-cascade,R2,fragility-cascade/CLAIM_TABLE.md,MEASURED,"A stack sustains T < T_crit while returning to a fully audited state, without shrinking W or A.","the predicate named in the refuted-if: A stack sustains T < T_crit while returning to a fully audited state, without shrinking W or A.","exposure fraction in [0,1]; T_crit in months; half-life in months",run cascade_redesign_vulnerability.py / cascade_redesign_M_collapse.py against its pinned sample; verdict recorded in CLAIM_TABLE row R2,,,,,,5
fragility-cascade,R3,fragility-cascade/CLAIM_TABLE.md,MEASURED,"Layers can be shown to rewrite independently under a single upstream release, preserving depth.","the predicate named in the refuted-if: Layers can be shown to rewrite independently under a single upstream release, preserving depth.","exposure fraction in [0,1]; T_crit in months; half-life in months",run cascade_redesign_vulnerability.py / cascade_redesign_M_collapse.py against its pinned sample; verdict recorded in CLAIM_TABLE row R3,,,,,,5
fragility-cascade,R4,fragility-cascade/CLAIM_TABLE.md,MEASURED,Exhibit a possession-held physical asset whose redeemability degrades when a new model ships.,the predicate named in the refuted-if: Exhibit a possession-held physical asset whose redeemability degrades when a new model ships.,"exposure fraction in [0,1]; T_crit in months; half-life in months",run cascade_redesign_vulnerability.py / cascade_redesign_M_collapse.py against its pinned sample; verdict recorded in CLAIM_TABLE row R4,,,,,,5
fragility-cascade,R5,fragility-cascade/CLAIM_TABLE.md,MEASURED,Frontier model half-life measured > 2 × (W + A) across the audited stack.,the predicate named in the refuted-if: Frontier model half-life measured > 2 × (W + A) across the audited stack.,"exposure fraction in [0,1]; T_crit in months; half-life in months",run cascade_redesign_vulnerability.py / cascade_redesign_M_collapse.py against its pinned sample; verdict recorded in CLAIM_TABLE row R5,,,,,,5
fragility-cascade,CGT-1,fragility-cascade/CLAIM_TABLE.md,MEASURED,"Decoupled coherence ≤ 0.8, or decoupled accuracy ≥ 0.5, or the coupled coh/acc gap ≥ 0.2.","the predicate named in the refuted-if: Decoupled coherence ≤ 0.8, or decoupled accuracy ≥ 0.5, or the coupled coh/acc gap ≥ 0.2.","coherence/accuracy in [0,1]; latency in steps (SHIFT=150)",run coupling_gap_test.py against its pinned sample; verdict recorded in CLAIM_TABLE row CGT-1,,,,,,5
fragility-cascade,CGT-2 v1,fragility-cascade/CLAIM_TABLE.md,MEASURED,"Accuracy rises > 0.05 across the sweep, or coherence falls.","the predicate named in the refuted-if: Accuracy rises > 0.05 across the sweep, or coherence falls.","coherence/accuracy in [0,1]; latency in steps (SHIFT=150)",run coupling_gap_test.py against its pinned sample; verdict recorded in CLAIM_TABLE row CGT-2 v1,,,,,v1 REFUTED (retired) on its own first sample; evaluator preserved verbatim,5
fragility-cascade,CGT-2 v2,fragility-cascade/CLAIM_TABLE.md,MEASURED,"Coherence drops below 0.8 anywhere in the sweep, or accuracy delta exceeds 0.05.","the predicate named in the refuted-if: Coherence drops below 0.8 anywhere in the sweep, or accuracy delta exceeds 0.05.","coherence/accuracy in [0,1]; latency in steps (SHIFT=150)",run coupling_gap_test.py against its pinned sample; verdict recorded in CLAIM_TABLE row CGT-2 v2,,,,,,5
fragility-cascade,CGT-3 v1,fragility-cascade/CLAIM_TABLE.md,MEASURED,"A coupled shift with unbounded latency, or every decoupled shift re-converging.","the predicate named in the refuted-if: A coupled shift with unbounded latency, or every decoupled shift re-converging.","coherence/accuracy in [0,1]; latency in steps (SHIFT=150)",run coupling_gap_test.py against its pinned sample; verdict recorded in CLAIM_TABLE row CGT-3 v1,,,,,v1 REFUTED (retired); decoupled latencies all finite,5
fragility-cascade,CGT-3 v2,fragility-cascade/CLAIM_TABLE.md,MEASURED,Mean coupled scored-latency ≥ mean decoupled across the sweep.,the predicate named in the refuted-if: Mean coupled scored-latency ≥ mean decoupled across the sweep.,"coherence/accuracy in [0,1]; latency in steps (SHIFT=150)",run coupling_gap_test.py against its pinned sample; verdict recorded in CLAIM_TABLE row CGT-3 v2,,,,,,5
fragility-cascade,CGT-4 v1,fragility-cascade/CLAIM_TABLE.md,MEASURED,"Any generation raises accuracy vs the previous, or coherence drops > 0.05 across 4 generations.","the predicate named in the refuted-if: Any generation raises accuracy vs the previous, or coherence drops > 0.05 across 4 generations.","coherence/accuracy in [0,1]; latency in steps (SHIFT=150)",run coupling_gap_test.py against its pinned sample; verdict recorded in CLAIM_TABLE row CGT-4 v1,,,,,v1 REFUTED (retired); noise dominates at 4 generations,5
fragility-cascade,CGT-4 v2,fragility-cascade/CLAIM_TABLE.md,MEASURED,"Accuracy slope ≥ 0, or coherence slope drifts by more than 0.01 per generation.","the predicate named in the refuted-if: Accuracy slope ≥ 0, or coherence slope drifts by more than 0.01 per generation.","coherence/accuracy in [0,1]; latency in steps (SHIFT=150)",run coupling_gap_test.py against its pinned sample; verdict recorded in CLAIM_TABLE row CGT-4 v2,,,,,,5
fragility-cascade,ADT-1,fragility-cascade/CLAIM_TABLE.md,MEASURED,"Any depth pair whose latency ranking inverts, driving the rank correlation above −0.9.","the predicate named in the refuted-if: Any depth pair whose latency ranking inverts, driving the rank correlation above −0.9.",recovery latency in sim steps per depth bucket,run attractor_depth_test.py against its pinned sample; verdict recorded in CLAIM_TABLE row ADT-1,,,,,,5
fragility-cascade,ADT-2,fragility-cascade/CLAIM_TABLE.md,MEASURED,"Random routing matching or beating deepest, or shallow matching or beating random.","the predicate named in the refuted-if: Random routing matching or beating deepest, or shallow matching or beating random.",recovery latency in sim steps per depth bucket,run attractor_depth_test.py against its pinned sample; verdict recorded in CLAIM_TABLE row ADT-2,,,,,,5
fragility-cascade,ADT-3,fragility-cascade/CLAIM_TABLE.md,MEASURED,Any pair mis-ordered under a fixed base and monotone gradient.,the predicate named in the refuted-if: Any pair mis-ordered under a fixed base and monotone gradient.,recovery latency in sim steps per depth bucket,run attractor_depth_test.py against its pinned sample; verdict recorded in CLAIM_TABLE row ADT-3,,,,,,5
fragility-cascade,ADT-4,fragility-cascade/CLAIM_TABLE.md,MEASURED,A ratio landing in the wrong regime for its depth class.,the predicate named in the refuted-if: A ratio landing in the wrong regime for its depth class.,recovery latency in sim steps per depth bucket,run attractor_depth_test.py against its pinned sample; verdict recorded in CLAIM_TABLE row ADT-4,,,,,REFUTED — both depth regimes sub-linear; depth cancels in a linear geometric-decay system,5
fragility-cascade,SDT-1,fragility-cascade/CLAIM_TABLE.md,MEASURED,` fails to drop below 0.005 over the run's tail.,the predicate named in the refuted-if: ` fails to drop below 0.005 over the run's tail.,machine-mediation share m (dimensionless) per f sweep,run semantic_drift_test.py against its pinned sample; verdict recorded in CLAIM_TABLE row SDT-1,,,,,,5
fragility-cascade,SDT-2,fragility-cascade/CLAIM_TABLE.md,MEASURED,Any pair `f_i < f_j` with `m_eq(f_i) ≥ m_eq(f_j)`.,the predicate named in the refuted-if: Any pair `f_i < f_j` with `m_eq(f_i) ≥ m_eq(f_j)`.,machine-mediation share m (dimensionless) per f sweep,run semantic_drift_test.py against its pinned sample; verdict recorded in CLAIM_TABLE row SDT-2,,,,,,5
fragility-cascade,SDT-3,fragility-cascade/CLAIM_TABLE.md,MEASURED,"Any `f > 0` at `a=1, s=0` yielding `m_eq > m_eq(f=0) + 0.01`.","the predicate named in the refuted-if: Any `f > 0` at `a=1, s=0` yielding `m_eq > m_eq(f=0) + 0.01`.",machine-mediation share m (dimensionless) per f sweep,run semantic_drift_test.py against its pinned sample; verdict recorded in CLAIM_TABLE row SDT-3,,,,,,5
fragility-cascade,SDT-4,fragility-cascade/CLAIM_TABLE.md,MEASURED,`Δm(both) ≤ Δm(f alone) + Δm(β alone)`.,the predicate named in the refuted-if: `Δm(both) ≤ Δm(f alone) + Δm(β alone)`.,machine-mediation share m (dimensionless) per f sweep,run semantic_drift_test.py against its pinned sample; verdict recorded in CLAIM_TABLE row SDT-4,,,,,,5
fragility-cascade,VDT-1,fragility-cascade/CLAIM_TABLE.md,MEASURED,"Any valence configuration in the sweep giving L ≥ 0.1, or the atomic prediction dropping to L ≤ 0.3.","the predicate named in the refuted-if: Any valence configuration in the sweep giving L ≥ 0.1, or the atomic prediction dropping to L ≤ 0.3.",valence load L (dimensionless); thresholds 0.1/0.3,run valence_drift_test.py against its pinned sample; verdict recorded in CLAIM_TABLE row VDT-1,,,,,REFUTED [U1/U3-SENSITIVE] — holds only under Debye form at n0 <= 0.5,5
fragility-cascade,VDT-2,fragility-cascade/CLAIM_TABLE.md,MEASURED,"Uniform decay (peak curvature ≤ 3× median), or curvature spread evenly across the range.","the predicate named in the refuted-if: Uniform decay (peak curvature ≤ 3× median), or curvature spread evenly across the range.",valence load L (dimensionless); thresholds 0.1/0.3,run valence_drift_test.py against its pinned sample; verdict recorded in CLAIM_TABLE row VDT-2,,,,,,5
fragility-cascade,VDT-3,fragility-cascade/CLAIM_TABLE.md,MEASURED,"Volume-alone (`V_b = 0, f_m > 0`) producing an L shift > 0.005, or potential-alone (`V_b > 0`) failing to shift L monotonically in f_m.","the predicate named in the refuted-if: Volume-alone (`V_b = 0, f_m > 0`) producing an L shift > 0.005, or potential-alone (`V_b > 0`) failing to shift L monotonically in f_m.",valence load L (dimensionless); thresholds 0.1/0.3,run valence_drift_test.py against its pinned sample; verdict recorded in CLAIM_TABLE row VDT-3,,,,,,5
fragility-cascade,VDT-4,fragility-cascade/CLAIM_TABLE.md,MEASURED,Δ(both) ≤ Δ(f) + Δ(n) + 0.005 in either regime.,the predicate named in the refuted-if: Δ(both) ≤ Δ(f) + Δ(n) + 0.005 in either regime.,valence load L (dimensionless); thresholds 0.1/0.3,run valence_drift_test.py against its pinned sample; verdict recorded in CLAIM_TABLE row VDT-4,,,,,REFUTED [U4-SENSITIVE] — super-additivity only in the consumable regime,5
fragility-cascade,TPM-1,fragility-cascade/CLAIM_TABLE.md,MEASURED,"A process emitting more typed-energy than it takes in that the referee accepts, or waste_heat that doesn't sum to the residual across a valid plan.","the predicate named in the refuted-if: A process emitting more typed-energy than it takes in that the referee accepts, or waste_heat that doesn't sum to the residual across a valid plan.",accept/reject verdict per process; waste_heat in joules,run thermo_pm.py against its pinned sample; verdict recorded in CLAIM_TABLE row TPM-1,,,,,,5
fragility-cascade,TPM-2,fragility-cascade/CLAIM_TABLE.md,MEASURED,"The referee accepting a matter-conjuring process, or rejecting a matter-balanced one.","the predicate named in the refuted-if: The referee accepting a matter-conjuring process, or rejecting a matter-balanced one.",accept/reject verdict per process; waste_heat in joules,run thermo_pm.py against its pinned sample; verdict recorded in CLAIM_TABLE row TPM-2,,,,,,5
fragility-cascade,TPM-3,fragility-cascade/CLAIM_TABLE.md,MEASURED,Any information resource whose `amount` decreases after a successful `run_process` that lists it as an input.,the predicate named in the refuted-if: Any information resource whose `amount` decreases after a successful `run_process` that lists it as an input.,accept/reject verdict per process; waste_heat in joules,run thermo_pm.py against its pinned sample; verdict recorded in CLAIM_TABLE row TPM-3,,,,,,5
fragility-cascade,TPM-4,fragility-cascade/CLAIM_TABLE.md,MEASURED,"A process where waste_heat added ≠ `E_in − E_out_useful − E_byproduct_energy` (given eps), or where a declared-but-mismatched efficiency shifts the residual.","the predicate named in the refuted-if: A process where waste_heat added ≠ `E_in − E_out_useful − E_byproduct_energy` (given eps), or where a declared-but-mismatched efficiency shifts the residual.",accept/reject verdict per process; waste_heat in joules,run thermo_pm.py against its pinned sample; verdict recorded in CLAIM_TABLE row TPM-4,,,,,,5
